eval_setup,fold_id,AUCESS,Solved,Total
ball_within_template,0,0.38279908999991014,384,500
ball_within_template,1,0.39958615921822865,378,500
ball_within_template,2,0.38776317564326535,374,500
ball_within_template,3,0.3793200479855202,376,500
ball_within_template,4,0.3834430651523641,383,500
ball_within_template,5,0.38914003598148733,382,500
ball_within_template,6,0.38047282270475075,373,500
ball_within_template,7,0.3920084062987832,387,500
ball_within_template,8,0.3908789773897719,384,500
ball_within_template,9,0.3929198095581038,367,500
