eval_setup,fold_id,AUCESS,Solved,Total
ball_within_template,0,0.3684708506012678,387,500
ball_within_template,1,0.399714641782084,379,500
ball_within_template,2,0.3945962478255733,378,500
ball_within_template,3,0.3975312538821756,377,500
ball_within_template,4,0.3874580471148552,381,500
ball_within_template,5,0.39439088390464794,388,500
ball_within_template,6,0.39425899772909523,383,500
ball_within_template,7,0.3897339463269418,361,500
ball_within_template,8,0.3977556182301138,385,500
ball_within_template,9,0.3859694310800471,375,500
