eval_setup,fold_id,AUCESS,Solved,Total
ball_within_template,0,0.3990238064663196,382,500
ball_within_template,1,0.413016281515131,386,500
ball_within_template,2,0.4040460062194573,384,500
ball_within_template,3,0.40816217501454344,387,500
ball_within_template,4,0.39869102286374564,389,500
ball_within_template,5,0.4063697486581245,393,500
ball_within_template,6,0.3979070177944045,385,500
ball_within_template,7,0.41749756048634035,391,500
ball_within_template,8,0.4272278913060368,406,500
ball_within_template,9,0.4033653922287378,379,500
