eval_setup,fold_id,AUCESS,Solved,Total
ball_within_template,0,0.4174796220625731,389,500
ball_within_template,1,0.4253233007491791,388,500
ball_within_template,2,0.39513115599001314,385,500
ball_within_template,3,0.3890695992693003,390,500
ball_within_template,4,0.40043657689546647,399,500
ball_within_template,5,0.42409324307289203,399,500
ball_within_template,6,0.40296370723443403,387,500
ball_within_template,7,0.4070057297826346,385,500
ball_within_template,8,0.42077855745247156,408,500
ball_within_template,9,0.41050559773329776,382,500
