eval_setup,fold_id,AUCESS,Solved,Total
ball_within_template,0,0.37182275860489866,376,500
ball_within_template,1,0.4008904532945593,386,500
ball_within_template,2,0.38154719690262856,371,500
ball_within_template,3,0.38826528139124894,373,500
ball_within_template,4,0.38273951253649674,384,500
ball_within_template,5,0.39910642483391984,390,500
ball_within_template,6,0.3873856046748264,384,500
ball_within_template,7,0.3993338539444819,372,500
ball_within_template,8,0.4074846835686951,398,500
ball_within_template,9,0.39590236383924704,384,500
